UUSERID,ARTICLEID,CLICK,TIMEDURATION,VISITDATE,VISITTIME,CATEGORIES
115069604561,1083467,1,6.93,2021-08-27 00:00:00,20:05:38,On Market
115167419245,1085208,1,1.70,2021-09-10 00:00:00,12:51:02,On Market
115139192664,1084538,1,1.76,2021-09-06 00:00:00,17:43:32,Home trends
114322094466,1083467,1,1.68,2021-08-27 00:00:00,12:53:53,On Market
115117979781,1084751,1,1.66,2021-09-03 00:00:00,16:13:28,On Market
1970354,1081450,1,1.70,2021-08-19 00:00:00,14:06:40,Celebrity
115105198550,1084577,1,1.82,2021-09-02 00:00:00,08:46:09,Coronavirus
115042251824,1081892,1,1.09,2021-08-23 00:00:00,19:57:31,House Prices
114282919266,1081964,1,5.05,2021-08-23 00:00:00,16:40:56,Title Deeds
115153200387,1086409,1,0.59,2021-09-08 00:00:00,15:26:56,House Prices
115075852518,1083467,1,3.98,2021-08-29 00:00:00,09:45:14,House Prices
115024607245,1081826,1,1.75,2021-08-21 00:00:00,18:58:30,Coronavirus
115006501787,1078835,1,1.20,2021-08-18 00:00:00,17:46:17,The Block
115177601110,1084213,1,3.73,2021-09-11 00:00:00,21:55:28,The Block
113703652097,1077966,1,4.71,2021-08-18 00:00:00,22:29:30,Neighbourhoods
115177610524,1087384,1,13.88,2021-09-12 00:00:00,08:02:28,House Prices
113226518342,1085936,1,0.87,2021-09-07 00:00:00,10:12:42,Auctions
115099660109,1084256,1,12.53,2021-09-01 00:00:00,06:35:07,House Prices
115003238138,1078664,1,1.34,2021-08-17 00:00:00,18:56:02,Auctions
113647574739,1081278,1,1.18,2021-09-15 00:00:00,06:01:42,New Developments
114779047076,1084538,1,0.63,2021-09-08 00:00:00,15:45:10,The Block
115114072989,1046820,1,24.67,2021-09-02 00:00:00,18:03:53,Title Deeds
115027704559,1081826,1,26.38,2021-08-21 00:00:00,21:21:27,Architecture and renovation
115102403175,1084577,1,3.73,2021-09-01 00:00:00,22:00:19,House Prices
115062883733,761716,1,1.24,2021-08-27 00:00:00,02:42:31,
114999886081,1080863,1,1.65,2021-08-17 00:00:00,21:17:16,On Market
115136182508,1081432,1,3.54,2021-09-06 00:00:00,08:16:10,Celebrity
115160428231,1086547,1,1.22,2021-09-09 00:00:00,09:56:52,House Prices
115038198091,1081964,1,1.42,2021-08-23 00:00:00,18:32:40,Title Deeds
114358896223,1084577,1,1.85,2021-09-02 00:00:00,11:31:18,House Prices
115052112005,1082191,1,1.66,2021-08-25 00:00:00,13:33:38,On Market
114796696793,1085916,1,1.46,2021-09-06 00:00:00,21:38:14,The Block Room Reveals
115187707746,1084751,1,1.26,2021-09-13 00:00:00,17:04:52,On Market
115080181634,1084163,1,1.35,2021-08-29 00:00:00,22:45:10,House Prices
115109938143,1084778,1,1.18,2021-09-02 00:00:00,12:36:24," News and Guides"
113693671739,1085208,1,1.10,2021-09-04 00:00:00,19:32:07,The Block Contestants
115098395690,1084524,1,1.73,2021-09-01 00:00:00,10:37:44,Policy and Law
114831785505,1081892,1,7.39,2021-08-24 00:00:00,07:51:31,Architecture and renovation
114821900773,1075964,1,0.01,2021-09-04 00:00:00,15:46:38,On Market
115135327520,1085840,1,24.26,2021-09-05 00:00:00,20:24:25,House Prices
100588675188,1086409,1,0.87,2021-09-08 00:00:00,11:25:26,Coronavirus
115012163806,1077478,1,3.38,2021-08-19 00:00:00,16:09:31,Small living
115072225115,1081964,1,2.83,2021-08-28 00:00:00,17:34:29,Title Deeds
115012409917,1077966,1,5.87,2021-08-19 00:00:00,14:01:31,Suburb &amp; Neighbourhood Profiles
115058729489,1077478,1,0.01,2021-08-26 00:00:00,20:58:44,Architecture and renovation
115149784778,1086433,1,3.07,2021-09-07 00:00:00,22:21:22,Title Deeds
115112944150,1085208,1,8.54,2021-09-02 00:00:00,22:35:15,The Block Contestants
103657769739,1080026,1,2.35,2021-08-28 00:00:00,17:51:02," Advice and Market trends"
114295606736,1081892,1,6.31,2021-08-23 00:00:00,14:05:36,Architecture and renovation
104799631337,1083174,1,2.54,2021-08-25 00:00:00,18:24:01,Title Deeds
114927483008,1080863,1,4.49,2021-08-18 00:00:00,09:58:14,On Market
114398926505,1081964,1,1.39,2021-08-23 00:00:00,21:44:07,Title Deeds
115052504496,1081964,1,3.52,2021-08-25 00:00:00,11:28:25,Title Deeds
114980443050,1084157,1,2.78,2021-08-29 00:00:00,08:24:46,First Home Buyers
115170804055,988741,1,8.79,2021-09-10 00:00:00,09:59:58,Loans and finance
100516637806,758542,1,0.88,2021-09-03 00:00:00,21:20:02,
103919473658,1084976,1,1.25,2021-09-02 00:00:00,15:52:22,Title Deeds
115113017637,1084751,1,0.51,2021-09-03 00:00:00,07:48:41,House Prices
115021561937,1081179,1,3.72,2021-08-20 00:00:00,19:28:37,Architecture and renovation
115167432979,1082602,1,1.58,2021-09-10 00:00:00,12:46:41,Analysis
115110388035,762438,1,1.93,2021-09-02 00:00:00,10:04:50,
114131793484,1081964,1,1.55,2021-08-28 00:00:00,23:05:39,Title Deeds
113311752895,1081403,1,2.45,2021-08-21 00:00:00,10:34:18,Architecture and renovation
115034397953,1081403,1,1.91,2021-08-23 00:00:00,04:09:56,Architecture and renovation
112786498115,1079634,1,16.60,2021-08-23 00:00:00,17:32:50,Auctions
115197132794,1084237,1,0.97,2021-09-15 00:00:00,08:55:20,Analysis
115113328031,1084778,1,1.33,2021-09-03 00:00:00,08:43:41,First-Home Buyer Advice
115099227601,1084148,1,1.15,2021-09-01 00:00:00,09:45:17,Environment
113175181202,1079628,1,0.02,2021-08-23 00:00:00,10:47:04,Suburb &amp; Neighbourhood Profiles
115040875695,1075997,1,13.95,2021-08-23 00:00:00,18:58:58,Moving
115037800184,1077478,1,28.44,2021-08-23 00:00:00,20:02:24,Small living
115021557138,1075964,1,1.37,2021-08-21 00:00:00,07:16:21,On Market
115138934667,1084729,1,1.99,2021-09-06 00:00:00,12:01:12,Celebrity
115047630841,1083040,1,3.79,2021-08-25 00:00:00,09:54:44,Auctions
115173803918,1086068,1,0.48,2021-09-11 00:00:00,22:19:07,The Block Contestants
114946823982,1080757,1,9.97,2021-08-17 00:00:00,14:23:47,Auctions
115167504953,1087016,1,0.48,2021-09-10 00:00:00,10:09:45,House Prices
100444675848,1082578,1,0.03,2021-08-29 00:00:00,19:54:35,Owners
115025374628,1080026,1,1.18,2021-08-31 00:00:00,21:02:38,Rural
114583335148,1082569,1,1.89,2021-09-04 00:00:00,10:09:09,On Market
114121606279,1081964,1,23.57,2021-08-24 00:00:00,17:12:37,Title Deeds
113784194698,1077478,1,0.01,2021-09-01 00:00:00,06:58:13,DIY
115194016549,300756,1,2.88,2021-09-14 00:00:00,18:48:51," News and Guides"
114308642453,1081964,1,3.41,2021-08-24 00:00:00,20:47:09,Title Deeds
115170885381,1087016,1,2.92,2021-09-11 00:00:00,07:12:27,Coronavirus
115136173152,1082571,1,5.40,2021-09-05 00:00:00,17:27:48,Neighbourhoods
115138851242,1085208,1,2.32,2021-09-07 00:00:00,00:04:24,The Block Contestants
115117551391,275111,1,1.78,2021-09-03 00:00:00,21:29:56,
115076211069,801423,1,4.19,2021-08-29 00:00:00,00:37:32," Advice and Market trends"
100616384921,1083775,1,1.92,2021-08-30 00:00:00,07:29:42,Title Deeds
114351842488,1080026,1,1.90,2021-08-28 00:00:00,16:20:46," Advice and Market trends"
100470766206,1085020,1,1.85,2021-09-04 00:00:00,19:21:01,On Market
115131956498,1082571,1,10.90,2021-09-05 00:00:00,21:31:24,Neighbourhoods
115113509317,1081848,1,0.69,2021-09-03 00:00:00,23:38:58,House Prices
115158099797,920239,1,25.65,2021-09-08 00:00:00,21:02:38,
114831719521,1081450,1,1.16,2021-08-19 00:00:00,07:01:32,House Prices
115009715544,1080863,1,15.33,2021-08-18 00:00:00,18:31:12,On Market
113845756194,1077478,1,0.01,2021-08-26 00:00:00,21:08:42,Architecture and renovation
115191330000,1032894,1,13.61,2021-09-13 00:00:00,10:36:27,Affordability
115110239313,1084778,1,1.13,2021-09-02 00:00:00,10:14:48," News and Guides"
115129394963,1084827,1,46.88,2021-09-04 00:00:00,12:56:15,House Prices
114999856878,1079726,1,1.35,2021-08-17 00:00:00,17:11:27,Celebrity
115094106123,1084256,1,3.32,2021-08-31 00:00:00,13:56:24,House Prices
115153459021,1080026,1,0.01,2021-09-08 00:00:00,11:33:11,Neighbourhoods
115015098059,1077478,1,13.25,2021-08-20 00:00:00,03:19:12,Architecture and renovation
115025048181,1075975,1,1.91,2021-08-21 00:00:00,17:35:41,On Market
111332815342,1075988,1,2.06,2021-08-28 00:00:00,10:08:49,Sponsored content
115198556581,1053442,1,9.76,2021-09-14 00:00:00,19:45:24,Architecture and renovation
115052570109,1075653,1,1.10,2021-08-25 00:00:00,19:37:29,New Property Developments
115171101274,1083158,1,2.96,2021-09-11 00:00:00,07:27:24,Architecture and renovation
114927427937,347337,1,1.33,2021-08-25 00:00:00,22:05:11,
115198569088,1085101,1,53.67,2021-09-14 00:00:00,20:28:27,DIY
115092481891,1084213,1,11.67,2021-08-31 00:00:00,08:34:13,The Block Contestants
115072563556,1080026,1,0.03,2021-08-28 00:00:00,10:11:00,Suburb &amp; Neighbourhood Profiles
115134511752,1084577,1,1.43,2021-09-06 00:00:00,00:47:23,Coronavirus
109573214927,1084729,1,0.94,2021-09-06 00:00:00,08:03:52,Celebrity
115035374679,1019752,1,7.33,2021-08-22 00:00:00,14:41:06,Moving
115099363923,1084059,1,3.98,2021-08-31 00:00:00,20:51:22,Auctions
115012195976,1081450,1,6.70,2021-08-19 00:00:00,17:07:50,House Prices
115174532340,1083883,1,1.25,2021-09-11 00:00:00,12:00:27,Neighbourhoods
114302180442,1078989,1,1.57,2021-09-12 00:00:00,06:15:06,On Market
115041749659,1081964,1,5.22,2021-08-24 00:00:00,02:20:31,Title Deeds
115109918108,1083467,1,1.77,2021-09-02 00:00:00,17:22:22,House Prices
115065607195,1083467,1,1.08,2021-08-27 00:00:00,16:39:08,House Prices
115177037465,1086852,1,16.35,2021-09-11 00:00:00,19:50:59,Title Deeds
115118087513,1082541,1,0.94,2021-09-03 00:00:00,19:38:59,On Market
115038246298,1075653,1,1.10,2021-08-24 00:00:00,00:04:06,New Developments
115072579929,1080026,1,1.11,2021-08-28 00:00:00,12:24:33,Neighbourhoods
115006696892,1079648,1,0.95,2021-08-18 00:00:00,19:48:03,Coronavirus
115156783753,1086024,1,1.15,2021-09-09 00:00:00,08:06:36,The Block
113613486893,1081848,1,1.48,2021-09-04 00:00:00,00:14:30,House Prices
114546147776,1078989,1,3.39,2021-08-25 00:00:00,22:55:34,Analysis
115094564756,1084256,1,2.05,2021-08-31 00:00:00,16:34:06,House Prices
112943567468,1087644,1,1.61,2021-09-11 00:00:00,16:08:22,Auctions
114818976071,1077685,1,4.34,2021-08-22 00:00:00,19:11:12,On Market
115128792990,1077478,1,2.09,2021-09-05 00:00:00,06:47:22,Architecture and renovation
115048929116,1075975,1,4.08,2021-08-25 00:00:00,05:56:32,Neighbourhoods
115187067568,1087775,1,0.04,2021-09-13 00:00:00,21:11:40,Auctions
114069435317,1086409,1,2.55,2021-09-08 00:00:00,21:42:14,House Prices
101010657848,1081712,1,7.98,2021-08-22 00:00:00,20:21:38,House Prices
100421445759,1087775,1,3.46,2021-09-13 00:00:00,17:39:13,Auctions
115077238163,1080026,1,25.02,2021-08-28 00:00:00,15:30:02,Neighbourhoods
115132416008,1085839,1,2.98,2021-09-05 00:00:00,16:55:55,House Prices
114187475261,1081964,1,3.17,2021-08-30 00:00:00,00:09:05,Title Deeds
115021751155,1082035,1,2.42,2021-08-21 00:00:00,07:54:22,Architecture and renovation
112481116783,1076203,1,2.39,2021-08-17 00:00:00,08:08:37,Home Organisation
115132457979,1075527,1,0.24,2021-09-05 00:00:00,21:11:17,Gardening
113655395035,1077478,1,5.90,2021-08-19 00:00:00,19:18:16,DIY
114803471480,1080026,1,0.01,2021-08-31 00:00:00,00:38:08,Neighbourhoods
115072535485,1083174,1,0.01,2021-08-28 00:00:00,18:03:13,Title Deeds
115085670755,1080026,1,20.11,2021-08-30 00:00:00,08:08:28," Advice and Market trends"
115015355346,1081450,1,1.18,2021-08-19 00:00:00,21:08:52,House Prices
115138472299,1086068,1,1.48,2021-09-06 00:00:00,22:29:41,The Block Contestants
115051765535,1081964,1,3.63,2021-08-25 00:00:00,18:50:13,Title Deeds
115041392896,1082423,1,3.87,2021-08-23 00:00:00,20:33:23,Pets
114435009746,1084778,1,1.10,2021-09-04 00:00:00,06:40:16,First-Home Buyer Advice
115024609123,1081687,1,0.83,2021-08-21 00:00:00,13:07:13,Title Deeds
115178025190,996746,1,4.22,2021-09-11 00:00:00,14:45:42,The Block
110992842498,1077478,1,4.22,2021-08-18 00:00:00,03:27:22,Small living
115125305090,1081964,1,12.04,2021-09-04 00:00:00,20:33:56,Title Deeds
115125461209,1084778,1,1.68,2021-09-04 00:00:00,17:01:58,First-Home Buyer Advice
115109827219,1084538,1,5.65,2021-09-02 00:00:00,15:59:46,The Block
115125754058,1075988,1,1.94,2021-09-04 00:00:00,19:17:23,Sponsored content
115174272592,233283,1,2.37,2021-09-11 00:00:00,14:19:27,
115011856165,1075975,1,1.25,2021-08-19 00:00:00,14:05:10,On Market
115076391499,1049009,1,7.21,2021-08-28 00:00:00,19:25:11,Auctions
100867248296,1080397,1,0.26,2021-08-28 00:00:00,23:19:20,Gardening Tips
101345795861,1085031,1,9.61,2021-09-05 00:00:00,21:03:43,House Prices
115072453536,1080026,1,5.20,2021-08-28 00:00:00,09:44:18,Neighbourhoods
115038206796,1081892,1,2.21,2021-08-23 00:00:00,20:46:42,Architecture and renovation
112381682819,1083467,1,2.37,2021-08-27 00:00:00,14:04:05,House Prices
111078114324,1081403,1,2.25,2021-08-26 00:00:00,08:19:28,DIY
115009249565,1074487,1,4.88,2021-08-18 00:00:00,14:27:03,Analysis
115027926793,1082457,1,1.77,2021-08-22 00:00:00,06:00:42,Auctions
115003783519,1075653,1,1.27,2021-08-18 00:00:00,07:34:36,Neighbourhoods
115078545437,1083467,1,6.64,2021-08-28 00:00:00,20:31:26,On Market
115167736569,1086024,1,5.72,2021-09-10 00:00:00,22:39:20,Home trends
100557655804,1083467,1,0.01,2021-08-27 00:00:00,21:11:44,House Prices
100447127627,1083334,1,3.72,2021-08-26 00:00:00,20:26:24,Housing Affordability
115012834399,1078835,1,1.97,2021-08-19 00:00:00,21:04:41,The Block
115190998530,1087608,1,0.48,2021-09-13 00:00:00,12:50:26,Title Deeds
115040817921,1077478,1,4.52,2021-08-24 00:00:00,01:38:00,Small living
114772816286,1080026,1,3.16,2021-08-29 00:00:00,10:49:56,Suburb &amp; Neighbourhood Profiles
114828425508,1081848,1,1.59,2021-08-24 00:00:00,20:49:52,House Prices
115038601063,270587,1,3.48,2021-08-23 00:00:00,18:40:01,
115065638483,1083467,1,3.55,2021-08-27 00:00:00,13:24:02,On Market
115121095534,1085031,1,1.55,2021-09-04 00:00:00,08:42:15,Coronavirus
115002608722,1080992,1,10.67,2021-08-17 00:00:00,12:33:32,Renting Advice for Landlords
115102352349,1080026,1,1.39,2021-09-01 00:00:00,12:40:06,Neighbourhoods
115153165083,1086409,1,0.42,2021-09-08 00:00:00,15:15:49,Coronavirus
115125337838,1084975,1,1.57,2021-09-04 00:00:00,09:48:33,Title Deeds
115072599507,1080026,1,1.56,2021-08-28 00:00:00,14:36:49,Rural Property News
113052435754,1084538,1,0.83,2021-09-02 00:00:00,19:03:31,Home trends
115193750192,1086692,1,0.74,2021-09-14 00:00:00,15:22:15,On Market
114018831014,894054,1,24.64,2021-09-06 00:00:00,16:04:47,Real Estate Guides
115033623299,1082423,1,1.11,2021-08-23 00:00:00,08:41:14,Pets
115054794603,1083040,1,420.17,2021-08-25 00:00:00,22:09:36,House Prices
115128791247,1085208,1,1.52,2021-09-05 00:00:00,10:02:49,The Block Contestants
115033591860,1081964,1,21.74,2021-08-23 00:00:00,08:30:27,Title Deeds
114394902940,1083158,1,1.61,2021-08-31 00:00:00,19:58:30,Architecture and renovation
115069501981,1083467,1,2.00,2021-08-28 00:00:00,09:00:34,On Market
110112585859,1086246,1,3.10,2021-09-09 00:00:00,10:53:20,Architecture and renovation
114688177841,1079956,1,1.10,2021-08-20 00:00:00,14:07:21,Title Deeds
115080186150,1077478,1,0.61,2021-08-29 00:00:00,18:52:15,Small living
115054814975,1081403,1,1.99,2021-08-26 00:00:00,00:15:16,DIY
114996328598,1080757,1,1.33,2021-08-17 00:00:00,05:09:39,Auctions
115027070015,1079634,1,2.56,2021-08-21 00:00:00,18:00:55,House Prices
115185083511,1084237,1,5.30,2021-09-13 00:00:00,08:23:40,Analysis
115021824027,1075964,1,1.72,2021-08-21 00:00:00,04:07:32,On Market
100455114416,1075975,1,2.43,2021-08-21 00:00:00,12:42:25,On Market
115098361461,1084577,1,0.61,2021-09-01 00:00:00,10:35:45,House Prices
114026432068,1085840,1,2.69,2021-09-06 00:00:00,15:48:30,Coronavirus
115047630502,1082667,1,0.01,2021-08-25 00:00:00,00:01:14,Coronavirus
100622564517,1081450,1,1.50,2021-08-19 00:00:00,12:41:35,Celebrity
115114020832,1084827,1,21.25,2021-09-03 00:00:00,01:44:41,Auctions
115076314461,1080026,1,16.80,2021-08-28 00:00:00,09:21:33,Rural
115142986329,1086068,1,7.25,2021-09-06 00:00:00,22:30:05,The Block
113024830894,1084778,1,1.67,2021-09-02 00:00:00,15:00:55,First-Home Buyers
114417599771,1084538,1,5.45,2021-09-03 00:00:00,03:52:19,The Block
113406237791,1077685,1,3.51,2021-08-22 00:00:00,20:18:49,Neighbourhoods
115018379679,1085208,1,0.97,2021-09-04 00:00:00,22:14:09,On Market
115138618619,1085208,1,5.29,2021-09-06 00:00:00,22:29:35,On Market
114441795275,1081964,1,1.86,2021-08-25 00:00:00,17:31:25,Title Deeds
115174015974,195166,1,0.01,2021-09-11 00:00:00,19:26:00,
115161091280,1086705,1,1.92,2021-09-09 00:00:00,12:07:29,Celebrity
115047641861,1081964,1,3.54,2021-08-25 00:00:00,08:25:11,Title Deeds
115180282710,1082598,1,2.22,2021-09-12 00:00:00,14:39:36,Analysis
115006703057,1077890,1,1.96,2021-08-18 00:00:00,23:28:46,House Prices
113769804126,1084081,1,8.13,2021-09-06 00:00:00,09:04:22,On Market
114161601884,1079697,1,0.73,2021-08-29 00:00:00,07:19:54,Neighbourhoods
113661777042,1081137,1,2.23,2021-08-20 00:00:00,19:27:35,House Prices
113754709573,1084213,1,0.55,2021-09-04 00:00:00,13:13:39,Architecture and renovation
115094312689,793247,1,1.29,2021-08-31 00:00:00,10:40:32,
110884832677,1079628,1,1.54,2021-08-22 00:00:00,18:56:17,Suburb &amp; Neighbourhood Profiles
114908632579,1084163,1,2.42,2021-09-14 00:00:00,20:23:09,House Prices
114681969495,1085840,1,0.93,2021-09-06 00:00:00,18:41:34,Coronavirus
115065995734,1077478,1,12.31,2021-08-27 00:00:00,13:06:29,Home trends
115092000716,1083158,1,5.51,2021-08-31 00:00:00,06:45:53,Architecture and renovation
115138564685,1084081,1,4.42,2021-09-06 00:00:00,22:42:12,On Market
115128855988,1084538,1,4.15,2021-09-05 00:00:00,09:02:32,The Block
114361827109,1083158,1,1.32,2021-09-04 00:00:00,18:47:18,Architecture and renovation
114654834854,1081964,1,2.07,2021-08-25 00:00:00,20:07:33,Title Deeds
114705020188,1075964,1,2.13,2021-08-30 00:00:00,06:05:24,On Market
115183406255,1086722,1,0.72,2021-09-13 00:00:00,08:39:44,DIY
115087864961,1085916,1,1.47,2021-09-07 00:00:00,16:56:31,Architecture and renovation
115173834134,1086852,1,1.96,2021-09-11 00:00:00,12:15:14,Title Deeds
115065678741,1080272,1,4.21,2021-08-27 00:00:00,20:02:22,On Market
115072432589,1080026,1,23.29,2021-08-28 00:00:00,16:24:48,Rural Property News
115049327766,1081892,1,50.61,2021-08-24 00:00:00,21:33:00,House Prices
115073127399,1075988,1,3.23,2021-08-28 00:00:00,23:19:24,Neighbourhoods
115134580647,1084538,1,5.40,2021-09-06 00:00:00,08:11:20,Architecture and renovation
115170836471,1058489,1,2.25,2021-09-11 00:00:00,05:14:12,Auctions
113592065862,1086852,1,0.82,2021-09-12 00:00:00,12:12:30,Title Deeds
115180296174,1084538,1,3.86,2021-09-12 00:00:00,10:41:49,Architecture and renovation
115034459733,1081892,1,1.89,2021-08-23 00:00:00,09:08:13,Architecture and renovation
115190478754,1086921,1,2.42,2021-09-14 00:00:00,09:31:05,Bathroom
113982771462,1080026,1,0.85,2021-08-29 00:00:00,09:45:04,Neighbourhoods
115145257055,1085434,1,1.26,2021-09-07 00:00:00,11:10:12,Suburb &amp; Neighbourhood Profiles
115066110385,1077478,1,18.57,2021-08-27 00:00:00,15:50:06,DIY
115000204049,998359,1,4.78,2021-08-17 00:00:00,23:18:31,Rural Property News
100606822886,1084577,1,3.49,2021-09-01 00:00:00,09:03:38,Coronavirus
115072343575,1080026,1,4.32,2021-08-28 00:00:00,16:48:00,Suburb &amp; Neighbourhood Profiles
115094233620,1084148,1,0.67,2021-08-31 00:00:00,11:50:41,Environment
115167489986,1085208,1,1.80,2021-09-10 00:00:00,11:40:08,The Block
115150274903,1086433,1,1.62,2021-09-08 00:00:00,08:48:30,Title Deeds
115187726380,1087116,1,16.50,2021-09-13 00:00:00,13:01:56,Title Deeds
101170268097,1086409,1,6.16,2021-09-08 00:00:00,18:19:14,Coronavirus
115080057407,1081964,1,1.57,2021-08-29 00:00:00,15:43:15,Title Deeds
115101907083,987006,1,0.01,2021-09-01 00:00:00,13:55:58,The Block
115052106932,1082978,1,8.70,2021-08-25 00:00:00,13:17:33,Renting Advice for Tenants
112029983361,1080026,1,2.42,2021-09-09 00:00:00,00:14:01,Neighbourhoods
112700593083,1083684,1,2.53,2021-08-30 00:00:00,20:56:50,Home Loans
115125317022,1084778,1,6.30,2021-09-04 00:00:00,23:22:28,First Home Buyers
115058555454,1078989,1,1.11,2021-08-26 00:00:00,20:18:27,Analysis
115087289553,1083158,1,19.52,2021-08-30 00:00:00,18:21:29,Architecture and renovation
115138642476,1085208,1,1.63,2021-09-06 00:00:00,19:32:28,On Market
114026974893,1081964,1,1.37,2021-08-25 00:00:00,19:39:03,Title Deeds
115024613190,1081826,1,2.17,2021-08-21 00:00:00,22:17:40,Coronavirus
115085651111,1080026,1,10.45,2021-08-30 00:00:00,06:03:50,Neighbourhoods
115072335596,1078989,1,0.04,2021-08-28 00:00:00,19:02:37,Analysis
115085344606,1077478,1,24.97,2021-08-30 00:00:00,06:56:08,Home trends
109547196772,1077478,1,2.14,2021-08-26 00:00:00,19:54:03,Small living
115167428724,1086395,1,10.09,2021-09-10 00:00:00,10:53:17,Architecture and renovation
114427396200,1080026,1,0.37,2021-08-31 00:00:00,19:46:56,Neighbourhoods
114943363836,1078989,1,1.24,2021-09-02 00:00:00,07:05:57,Analysis
115149350640,1024456,1,4.09,2021-09-08 00:00:00,09:13:54,Home trends
115015334370,1080766,1,1.54,2021-08-19 00:00:00,15:30:44,Auctions
104603941931,1011893,1,12.05,2021-08-21 00:00:00,19:02:42,First Home Buyers
115160442564,1083158,1,1.66,2021-09-09 00:00:00,20:23:46,Architecture and renovation
115050109126,1081848,1,5.96,2021-08-24 00:00:00,15:16:20,Coronavirus
115065664793,1077478,1,19.96,2021-08-27 00:00:00,13:44:34,DIY
115144841706,1085208,1,2.47,2021-09-07 00:00:00,23:40:00,The Block
115170772209,1080026,1,0.04,2021-09-11 00:00:00,04:07:35," Advice and Market trends"
115184636261,1016832,1,11.26,2021-09-12 00:00:00,18:20:24,Title Deeds
115197081089,1088021,1,2.04,2021-09-15 00:00:00,08:02:07,Affordability
115075818607,1079697,1,0.18,2021-08-29 00:00:00,07:36:47,On Market
115186879588,1087498,1,1.16,2021-09-13 00:00:00,21:04:48,House Prices
